video,mos
UGC0238_720x1280_30_crf_17.mp4,4.7941
UGC0238_720x1280_30_crf_22.mp4,4.7353
UGC0238_720x1280_30_crf_27.mp4,4.2647
UGC0238_720x1280_30_crf_32.mp4,3.7941
UGC0238_720x1280_30_crf_37.mp4,2.7647
UGC0238_720x1280_30_crf_42.mp4,1.4118
UGC0238_720x1280_30_crf_47.mp4,1.2059
UGC0239_720x1280_30_crf_00.mp4,4.5
UGC0239_720x1280_30_crf_17.mp4,4.5
UGC0239_720x1280_30_crf_22.mp4,4.3611
UGC0239_720x1280_30_crf_27.mp4,4.0833
UGC0239_720x1280_30_crf_32.mp4,3.4722
UGC0239_720x1280_30_crf_37.mp4,2.4167
UGC0239_720x1280_30_crf_42.mp4,1.4167
UGC0239_720x1280_30_crf_47.mp4,1.0278
UGC0242_1280x720_30_crf_00.mp4,4.4062
UGC0242_1280x720_30_crf_17.mp4,4.1562
UGC0242_1280x720_30_crf_22.mp4,4.1562
UGC0242_1280x720_30_crf_27.mp4,4.4375
UGC0242_1280x720_30_crf_32.mp4,3.625
UGC0242_1280x720_30_crf_37.mp4,2.9375
UGC0242_1280x720_30_crf_42.mp4,2.0625
UGC0242_1280x720_30_crf_47.mp4,1.0938
UGC0243_1280x720_30_crf_00.mp4,4.1765
UGC0243_1280x720_30_crf_17.mp4,4.1471
UGC0243_1280x720_30_crf_22.mp4,4.2353
UGC0243_1280x720_30_crf_27.mp4,4.1471
UGC0243_1280x720_30_crf_32.mp4,3.9118
UGC0243_1280x720_30_crf_37.mp4,3.2647
UGC0243_1280x720_30_crf_42.mp4,1.9706
UGC0243_1280x720_30_crf_47.mp4,1.1176
UGC0244_1280x720_30_crf_00.mp4,4.0968
UGC0244_1280x720_30_crf_17.mp4,4.129
UGC0244_1280x720_30_crf_22.mp4,4.0645
UGC0244_1280x720_30_crf_27.mp4,4.129
UGC0244_1280x720_30_crf_32.mp4,3.7097
UGC0244_1280x720_30_crf_37.mp4,2.9355
UGC0244_1280x720_30_crf_42.mp4,1.7742
UGC0244_1280x720_30_crf_47.mp4,1.0968
UGC0245_1280x720_30_crf_00.mp4,4.1714
UGC0245_1280x720_30_crf_17.mp4,4.1429
UGC0245_1280x720_30_crf_22.mp4,3.8571
UGC0245_1280x720_30_crf_27.mp4,3.8857
UGC0245_1280x720_30_crf_32.mp4,3.5143
UGC0245_1280x720_30_crf_37.mp4,2.4857
UGC0245_1280x720_30_crf_42.mp4,1.6
UGC0245_1280x720_30_crf_47.mp4,1.0571
UGC0246_720x1280_30_crf_00.mp4,4.6923
UGC0246_720x1280_30_crf_17.mp4,4.641
UGC0246_720x1280_30_crf_22.mp4,4.4359
UGC0246_720x1280_30_crf_27.mp4,4.4103
UGC0246_720x1280_30_crf_32.mp4,3.7179
UGC0246_720x1280_30_crf_37.mp4,2.7692
UGC0246_720x1280_30_crf_42.mp4,1.7692
UGC0246_720x1280_30_crf_47.mp4,1.0769
UGC0247_720x1280_30_crf_00.mp4,4.5484
UGC0247_720x1280_30_crf_17.mp4,4.6452
UGC0247_720x1280_30_crf_22.mp4,4.5161
UGC0247_720x1280_30_crf_27.mp4,4.3548
UGC0247_720x1280_30_crf_32.mp4,3.8387
UGC0247_720x1280_30_crf_37.mp4,2.6774
UGC0247_720x1280_30_crf_42.mp4,1.7097
UGC0247_720x1280_30_crf_47.mp4,1.0645
UGC0249_720x1280_30_crf_00.mp4,4.3429
UGC0249_720x1280_30_crf_17.mp4,4.3429
UGC0249_720x1280_30_crf_22.mp4,4.1429
UGC0249_720x1280_30_crf_27.mp4,4.2
UGC0249_720x1280_30_crf_32.mp4,3.9714
UGC0249_720x1280_30_crf_37.mp4,3.2
UGC0249_720x1280_30_crf_42.mp4,2.4571
UGC0249_720x1280_30_crf_47.mp4,1.5714
UGC0251_720x1280_30_crf_00.mp4,4.3548
UGC0251_720x1280_30_crf_17.mp4,4.1613
UGC0251_720x1280_30_crf_22.mp4,4.3548
UGC0251_720x1280_30_crf_27.mp4,4.2581
UGC0251_720x1280_30_crf_32.mp4,4.0
UGC0251_720x1280_30_crf_37.mp4,3.4194
UGC0251_720x1280_30_crf_42.mp4,2.3548
UGC0251_720x1280_30_crf_47.mp4,1.5484
UGC0254_1280x720_30_crf_00.mp4,4.3871
UGC0254_1280x720_30_crf_17.mp4,4.4194
UGC0254_1280x720_30_crf_22.mp4,4.4839
UGC0254_1280x720_30_crf_27.mp4,4.3871
UGC0254_1280x720_30_crf_32.mp4,4.2258
UGC0254_1280x720_30_crf_37.mp4,3.2903
UGC0254_1280x720_30_crf_42.mp4,2.0968
UGC0254_1280x720_30_crf_47.mp4,1.1935
UGC0255_1280x720_30_crf_00.mp4,4.4857
UGC0255_1280x720_30_crf_17.mp4,4.3714
UGC0255_1280x720_30_crf_22.mp4,4.4857
UGC0255_1280x720_30_crf_27.mp4,4.3429
UGC0255_1280x720_30_crf_32.mp4,3.7714
UGC0255_1280x720_30_crf_37.mp4,3.0571
UGC0255_1280x720_30_crf_42.mp4,1.8571
UGC0255_1280x720_30_crf_47.mp4,1.0571
UGC0257_1280x720_30_crf_00.mp4,4.5429
UGC0257_1280x720_30_crf_17.mp4,4.5429
UGC0257_1280x720_30_crf_22.mp4,4.5143
UGC0257_1280x720_30_crf_27.mp4,4.4857
UGC0257_1280x720_30_crf_32.mp4,4.2571
UGC0257_1280x720_30_crf_37.mp4,3.4
UGC0257_1280x720_30_crf_42.mp4,2.0286
UGC0257_1280x720_30_crf_47.mp4,1.1714
UGC0258_1280x720_30_crf_00.mp4,4.4474
UGC0258_1280x720_30_crf_17.mp4,4.5
UGC0258_1280x720_30_crf_22.mp4,4.5526
UGC0258_1280x720_30_crf_27.mp4,4.3947
UGC0258_1280x720_30_crf_32.mp4,3.9737
UGC0258_1280x720_30_crf_37.mp4,3.0263
UGC0258_1280x720_30_crf_42.mp4,2.0
UGC0258_1280x720_30_crf_47.mp4,1.1316
UGC0259_720x1280_30_crf_00.mp4,4.7353
UGC0259_720x1280_30_crf_17.mp4,4.6176
UGC0259_720x1280_30_crf_22.mp4,4.4118
UGC0259_720x1280_30_crf_27.mp4,4.4118
UGC0259_720x1280_30_crf_32.mp4,4.1176
UGC0259_720x1280_30_crf_37.mp4,3.3529
UGC0259_720x1280_30_crf_42.mp4,2.0
UGC0259_720x1280_30_crf_47.mp4,1.1765
UGC0260_720x1280_30_crf_00.mp4,4.4571
UGC0260_720x1280_30_crf_17.mp4,4.4571
UGC0260_720x1280_30_crf_22.mp4,4.5429
UGC0260_720x1280_30_crf_27.mp4,4.2857
UGC0260_720x1280_30_crf_32.mp4,3.8571
UGC0260_720x1280_30_crf_37.mp4,2.7143
UGC0260_720x1280_30_crf_42.mp4,1.9714
UGC0260_720x1280_30_crf_47.mp4,1.1143
UGC0261_720x1280_30_crf_00.mp4,4.0909
UGC0261_720x1280_30_crf_17.mp4,4.2727
UGC0261_720x1280_30_crf_22.mp4,4.1515
UGC0261_720x1280_30_crf_27.mp4,4.2424
UGC0261_720x1280_30_crf_32.mp4,3.8485
UGC0261_720x1280_30_crf_37.mp4,3.3333
UGC0261_720x1280_30_crf_42.mp4,2.0909
UGC0261_720x1280_30_crf_47.mp4,1.4545
UGC0264_720x1280_30_crf_00.mp4,4.5484
UGC0264_720x1280_30_crf_17.mp4,4.4194
UGC0264_720x1280_30_crf_22.mp4,4.2581
UGC0264_720x1280_30_crf_27.mp4,4.1613
UGC0264_720x1280_30_crf_32.mp4,3.7742
UGC0264_720x1280_30_crf_37.mp4,2.9032
UGC0264_720x1280_30_crf_42.mp4,2.0323
UGC0264_720x1280_30_crf_47.mp4,1.3548
UGC0266_1280x720_30_crf_00.mp4,4.4167
UGC0266_1280x720_30_crf_17.mp4,4.4444
UGC0266_1280x720_30_crf_22.mp4,4.4722
UGC0266_1280x720_30_crf_27.mp4,4.1944
UGC0266_1280x720_30_crf_32.mp4,3.9722
UGC0266_1280x720_30_crf_37.mp4,2.8611
UGC0266_1280x720_30_crf_42.mp4,1.6667
UGC0266_1280x720_30_crf_47.mp4,1.1389
UGC0267_1280x720_30_crf_00.mp4,4.3714
UGC0267_1280x720_30_crf_17.mp4,4.4
UGC0267_1280x720_30_crf_22.mp4,4.2857
UGC0267_1280x720_30_crf_27.mp4,4.2286
UGC0267_1280x720_30_crf_32.mp4,3.9143
UGC0267_1280x720_30_crf_37.mp4,3.2286
UGC0267_1280x720_30_crf_42.mp4,2.1143
UGC0267_1280x720_30_crf_47.mp4,1.0857
UGC0269_1280x720_30_crf_00.mp4,3.9688
UGC0269_1280x720_30_crf_17.mp4,3.875
UGC0269_1280x720_30_crf_22.mp4,3.8438
UGC0269_1280x720_30_crf_27.mp4,3.6875
UGC0269_1280x720_30_crf_32.mp4,3.4688
UGC0269_1280x720_30_crf_37.mp4,2.5625
UGC0269_1280x720_30_crf_42.mp4,1.4375
UGC0269_1280x720_30_crf_47.mp4,1.0312
UGC0270_720x1280_30_crf_00.mp4,4.4375
UGC0270_720x1280_30_crf_17.mp4,4.5938
UGC0270_720x1280_30_crf_22.mp4,4.4062
UGC0270_720x1280_30_crf_27.mp4,4.25
UGC0270_720x1280_30_crf_32.mp4,3.6562
UGC0270_720x1280_30_crf_37.mp4,2.7188
UGC0270_720x1280_30_crf_42.mp4,1.9062
UGC0270_720x1280_30_crf_47.mp4,1.125
UGC0274_720x1280_30_crf_00.mp4,4.0606
UGC0274_720x1280_30_crf_17.mp4,4.1212
UGC0274_720x1280_30_crf_22.mp4,4.0606
UGC0274_720x1280_30_crf_27.mp4,4.0606
UGC0274_720x1280_30_crf_32.mp4,3.4545
UGC0274_720x1280_30_crf_37.mp4,2.8182
UGC0274_720x1280_30_crf_42.mp4,2.1515
UGC0274_720x1280_30_crf_47.mp4,1.4242
UGC0275_720x1280_30_crf_00.mp4,4.4062
UGC0275_720x1280_30_crf_17.mp4,4.5
UGC0275_720x1280_30_crf_22.mp4,4.4688
UGC0275_720x1280_30_crf_27.mp4,4.4062
UGC0275_720x1280_30_crf_32.mp4,4.2188
UGC0275_720x1280_30_crf_37.mp4,3.1562
UGC0275_720x1280_30_crf_42.mp4,2.4375
UGC0275_720x1280_30_crf_47.mp4,1.4688
UGC0276_720x1280_30_crf_00.mp4,4.1875
UGC0276_720x1280_30_crf_17.mp4,4.3125
UGC0276_720x1280_30_crf_22.mp4,4.1875
UGC0276_720x1280_30_crf_27.mp4,4.1875
UGC0276_720x1280_30_crf_32.mp4,3.625
UGC0276_720x1280_30_crf_37.mp4,2.6562
UGC0276_720x1280_30_crf_42.mp4,1.6875
UGC0276_720x1280_30_crf_47.mp4,1.0625
UGC0277_720x1280_30_crf_00.mp4,4.4737
UGC0277_720x1280_30_crf_17.mp4,4.6842
UGC0277_720x1280_30_crf_22.mp4,4.5789
UGC0277_720x1280_30_crf_27.mp4,4.3158
UGC0277_720x1280_30_crf_32.mp4,3.6316
UGC0277_720x1280_30_crf_37.mp4,2.3947
UGC0277_720x1280_30_crf_42.mp4,1.5526
UGC0277_720x1280_30_crf_47.mp4,1.1316
UGC0278_1280x720_30_crf_00.mp4,4.5429
UGC0278_1280x720_30_crf_17.mp4,4.4857
UGC0278_1280x720_30_crf_22.mp4,4.5714
UGC0278_1280x720_30_crf_27.mp4,4.3429
UGC0278_1280x720_30_crf_32.mp4,4.0571
UGC0278_1280x720_30_crf_37.mp4,3.3714
UGC0278_1280x720_30_crf_42.mp4,2.2286
UGC0278_1280x720_30_crf_47.mp4,1.1714
UGC0281_720x1280_30_crf_00.mp4,4.2903
UGC0281_720x1280_30_crf_17.mp4,4.2581
UGC0281_720x1280_30_crf_22.mp4,4.2581
UGC0281_720x1280_30_crf_27.mp4,4.0
UGC0281_720x1280_30_crf_32.mp4,3.4839
UGC0281_720x1280_30_crf_37.mp4,2.4839
UGC0281_720x1280_30_crf_42.mp4,1.3548
UGC0281_720x1280_30_crf_47.mp4,1.0968
UGC0282_720x1280_30_crf_00.mp4,4.3548
UGC0282_720x1280_30_crf_17.mp4,4.3548
UGC0282_720x1280_30_crf_22.mp4,4.3871
UGC0282_720x1280_30_crf_27.mp4,4.2581
UGC0282_720x1280_30_crf_32.mp4,3.871
UGC0282_720x1280_30_crf_37.mp4,2.8387
UGC0282_720x1280_30_crf_42.mp4,1.9355
UGC0282_720x1280_30_crf_47.mp4,1.1613
UGC0283_720x1280_30_crf_00.mp4,4.5714
UGC0283_720x1280_30_crf_17.mp4,4.4857
UGC0283_720x1280_30_crf_22.mp4,4.6
UGC0283_720x1280_30_crf_27.mp4,4.1714
UGC0283_720x1280_30_crf_32.mp4,3.2857
UGC0283_720x1280_30_crf_37.mp4,2.4857
UGC0283_720x1280_30_crf_42.mp4,1.8286
UGC0283_720x1280_30_crf_47.mp4,1.1143
UGC0285_720x1280_30_crf_00.mp4,4.2667
UGC0285_720x1280_30_crf_17.mp4,4.3667
UGC0285_720x1280_30_crf_22.mp4,4.3
UGC0285_720x1280_30_crf_27.mp4,4.1667
UGC0285_720x1280_30_crf_32.mp4,3.9
UGC0285_720x1280_30_crf_37.mp4,2.6
UGC0285_720x1280_30_crf_42.mp4,1.7667
UGC0285_720x1280_30_crf_47.mp4,1.1667
UGC0286_1280x720_30_crf_00.mp4,4.3529
UGC0286_1280x720_30_crf_17.mp4,4.2941
UGC0286_1280x720_30_crf_22.mp4,4.1471
UGC0286_1280x720_30_crf_27.mp4,4.0
UGC0286_1280x720_30_crf_32.mp4,3.5
UGC0286_1280x720_30_crf_37.mp4,2.7941
UGC0286_1280x720_30_crf_42.mp4,1.7941
UGC0286_1280x720_30_crf_47.mp4,1.3235
UGC0287_1280x720_30_crf_00.mp4,4.5
UGC0287_1280x720_30_crf_17.mp4,4.4412
UGC0287_1280x720_30_crf_22.mp4,4.4706
UGC0287_1280x720_30_crf_27.mp4,4.4412
UGC0287_1280x720_30_crf_32.mp4,3.7353
UGC0287_1280x720_30_crf_37.mp4,2.5
UGC0287_1280x720_30_crf_42.mp4,1.8235
UGC0287_1280x720_30_crf_47.mp4,1.0882
UGC0288_1280x720_30_crf_00.mp4,4.5556
UGC0288_1280x720_30_crf_17.mp4,4.5833
UGC0288_1280x720_30_crf_22.mp4,4.3611
UGC0288_1280x720_30_crf_27.mp4,4.0556
UGC0288_1280x720_30_crf_32.mp4,3.6667
UGC0288_1280x720_30_crf_37.mp4,2.6389
UGC0288_1280x720_30_crf_42.mp4,1.6944
UGC0288_1280x720_30_crf_47.mp4,1.0833
UGC0289_720x1280_30_crf_00.mp4,4.7059
UGC0289_720x1280_30_crf_17.mp4,4.5882
UGC0289_720x1280_30_crf_22.mp4,4.5882
UGC0289_720x1280_30_crf_27.mp4,4.5588
UGC0289_720x1280_30_crf_32.mp4,3.9706
UGC0289_720x1280_30_crf_37.mp4,2.9706
UGC0289_720x1280_30_crf_42.mp4,2.1765
UGC0289_720x1280_30_crf_47.mp4,1.3529
UGC0290_720x1280_30_crf_00.mp4,4.2188
UGC0290_720x1280_30_crf_17.mp4,4.25
UGC0290_720x1280_30_crf_22.mp4,4.375
UGC0290_720x1280_30_crf_27.mp4,4.1875
UGC0290_720x1280_30_crf_32.mp4,3.8125
UGC0290_720x1280_30_crf_37.mp4,3.125
UGC0290_720x1280_30_crf_42.mp4,2.3438
UGC0290_720x1280_30_crf_47.mp4,1.9375
UGC0291_1280x720_30_crf_00.mp4,4.4444
UGC0291_1280x720_30_crf_17.mp4,4.3611
UGC0291_1280x720_30_crf_22.mp4,4.3611
UGC0291_1280x720_30_crf_27.mp4,4.1944
UGC0291_1280x720_30_crf_32.mp4,4.0833
UGC0291_1280x720_30_crf_37.mp4,3.5
UGC0291_1280x720_30_crf_42.mp4,2.4444
UGC0291_1280x720_30_crf_47.mp4,1.3333
UGC0292_720x1280_30_crf_00.mp4,4.2059
UGC0292_720x1280_30_crf_17.mp4,4.1176
UGC0292_720x1280_30_crf_22.mp4,4.0882
UGC0292_720x1280_30_crf_27.mp4,3.8529
UGC0292_720x1280_30_crf_32.mp4,3.4706
UGC0292_720x1280_30_crf_37.mp4,2.7059
UGC0292_720x1280_30_crf_42.mp4,1.8824
UGC0292_720x1280_30_crf_47.mp4,1.0294
UGC0293_720x1280_30_crf_00.mp4,4.0556
UGC0293_720x1280_30_crf_17.mp4,3.9444
UGC0293_720x1280_30_crf_22.mp4,4.0278
UGC0293_720x1280_30_crf_27.mp4,3.7778
UGC0293_720x1280_30_crf_32.mp4,3.4444
UGC0293_720x1280_30_crf_37.mp4,2.5833
UGC0293_720x1280_30_crf_42.mp4,1.8333
UGC0293_720x1280_30_crf_47.mp4,1.1944
UGC0294_720x1280_30_crf_00.mp4,4.3529
UGC0294_720x1280_30_crf_17.mp4,4.3529
UGC0294_720x1280_30_crf_22.mp4,4.1176
UGC0294_720x1280_30_crf_27.mp4,4.0882
UGC0294_720x1280_30_crf_32.mp4,3.8529
UGC0294_720x1280_30_crf_37.mp4,3.2647
UGC0294_720x1280_30_crf_42.mp4,2.4118
UGC0294_720x1280_30_crf_47.mp4,1.7941
UGC0295_720x1280_30_crf_00.mp4,4.129
UGC0295_720x1280_30_crf_17.mp4,4.3548
UGC0295_720x1280_30_crf_22.mp4,4.2903
UGC0295_720x1280_30_crf_27.mp4,4.0
UGC0295_720x1280_30_crf_32.mp4,3.5484
UGC0295_720x1280_30_crf_37.mp4,2.8387
UGC0295_720x1280_30_crf_42.mp4,1.7742
UGC0295_720x1280_30_crf_47.mp4,1.2258
UGC0297_1280x720_30_crf_00.mp4,4.3636
UGC0297_1280x720_30_crf_17.mp4,4.2727
UGC0297_1280x720_30_crf_22.mp4,4.0909
UGC0297_1280x720_30_crf_27.mp4,4.0909
UGC0297_1280x720_30_crf_32.mp4,3.8485
UGC0297_1280x720_30_crf_37.mp4,3.0909
UGC0297_1280x720_30_crf_42.mp4,1.7576
UGC0297_1280x720_30_crf_47.mp4,1.0606
UGC0298_1280x720_30_crf_00.mp4,4.0
UGC0298_1280x720_30_crf_17.mp4,4.0909
UGC0298_1280x720_30_crf_22.mp4,4.0909
UGC0298_1280x720_30_crf_27.mp4,3.8182
UGC0298_1280x720_30_crf_32.mp4,3.7273
UGC0298_1280x720_30_crf_37.mp4,2.9697
UGC0298_1280x720_30_crf_42.mp4,1.8485
UGC0298_1280x720_30_crf_47.mp4,1.0909
UGC0301_720x1280_30_crf_00.mp4,4.5
UGC0301_720x1280_30_crf_17.mp4,4.5625
UGC0301_720x1280_30_crf_22.mp4,4.4688
UGC0301_720x1280_30_crf_27.mp4,4.375
UGC0301_720x1280_30_crf_32.mp4,3.875
UGC0301_720x1280_30_crf_37.mp4,2.875
UGC0301_720x1280_30_crf_42.mp4,1.9375
UGC0301_720x1280_30_crf_47.mp4,1.3125
UGC0302_720x1280_30_crf_00.mp4,4.3714
UGC0302_720x1280_30_crf_17.mp4,4.2857
UGC0302_720x1280_30_crf_22.mp4,4.4286
UGC0302_720x1280_30_crf_27.mp4,4.1714
UGC0302_720x1280_30_crf_32.mp4,3.5143
UGC0302_720x1280_30_crf_37.mp4,2.4571
UGC0302_720x1280_30_crf_42.mp4,1.8571
UGC0302_720x1280_30_crf_47.mp4,1.2857
UGC0303_720x1280_30_crf_00.mp4,4.3714
UGC0303_720x1280_30_crf_17.mp4,4.6857
UGC0303_720x1280_30_crf_22.mp4,4.5714
UGC0303_720x1280_30_crf_27.mp4,4.4857
UGC0303_720x1280_30_crf_32.mp4,3.9714
UGC0303_720x1280_30_crf_37.mp4,3.0571
UGC0303_720x1280_30_crf_42.mp4,1.9429
UGC0303_720x1280_30_crf_47.mp4,1.1714
UGC0304_720x1280_30_crf_00.mp4,4.3824
UGC0304_720x1280_30_crf_17.mp4,4.2647
UGC0304_720x1280_30_crf_22.mp4,4.3529
UGC0304_720x1280_30_crf_27.mp4,4.1471
UGC0304_720x1280_30_crf_32.mp4,4.1765
UGC0304_720x1280_30_crf_37.mp4,2.9706
UGC0304_720x1280_30_crf_42.mp4,2.0294
UGC0304_720x1280_30_crf_47.mp4,1.1471
UGC0305_720x1280_30_crf_00.mp4,4.4
UGC0305_720x1280_30_crf_17.mp4,4.2857
UGC0305_720x1280_30_crf_22.mp4,4.2571
UGC0305_720x1280_30_crf_27.mp4,4.0571
UGC0305_720x1280_30_crf_32.mp4,3.6286
UGC0305_720x1280_30_crf_37.mp4,2.7143
UGC0305_720x1280_30_crf_42.mp4,1.6
UGC0305_720x1280_30_crf_47.mp4,1.0571
UGC0306_1280x720_30_crf_00.mp4,4.5758
UGC0306_1280x720_30_crf_17.mp4,4.5455
UGC0306_1280x720_30_crf_22.mp4,4.5152
UGC0306_1280x720_30_crf_27.mp4,4.3636
UGC0306_1280x720_30_crf_32.mp4,4.2424
UGC0306_1280x720_30_crf_37.mp4,3.6667
UGC0306_1280x720_30_crf_42.mp4,2.7273
UGC0306_1280x720_30_crf_47.mp4,1.7879
UGC0308_1280x720_30_crf_00.mp4,4.5143
UGC0308_1280x720_30_crf_17.mp4,4.4857
UGC0308_1280x720_30_crf_22.mp4,4.4286
UGC0308_1280x720_30_crf_27.mp4,4.6
UGC0308_1280x720_30_crf_32.mp4,4.0857
UGC0308_1280x720_30_crf_37.mp4,3.4
UGC0308_1280x720_30_crf_42.mp4,2.4286
UGC0308_1280x720_30_crf_47.mp4,1.2857
UGC0309_720x1280_30_crf_00.mp4,4.6061
UGC0309_720x1280_30_crf_17.mp4,4.6364
UGC0309_720x1280_30_crf_22.mp4,4.6364
UGC0309_720x1280_30_crf_27.mp4,4.5758
UGC0309_720x1280_30_crf_32.mp4,4.3333
UGC0309_720x1280_30_crf_37.mp4,3.8182
UGC0309_720x1280_30_crf_42.mp4,2.5758
UGC0309_720x1280_30_crf_47.mp4,1.5152
UGC0310_720x1280_30_crf_00.mp4,4.4857
UGC0310_720x1280_30_crf_17.mp4,4.5429
UGC0310_720x1280_30_crf_22.mp4,4.4
UGC0310_720x1280_30_crf_27.mp4,4.2857
UGC0310_720x1280_30_crf_32.mp4,3.8571
UGC0310_720x1280_30_crf_37.mp4,3.1429
UGC0310_720x1280_30_crf_42.mp4,2.1143
UGC0310_720x1280_30_crf_47.mp4,1.2286
UGC0314_1280x720_30_crf_00.mp4,4.5128
UGC0314_1280x720_30_crf_17.mp4,4.5897
UGC0314_1280x720_30_crf_22.mp4,4.5641
UGC0314_1280x720_30_crf_27.mp4,4.4103
UGC0314_1280x720_30_crf_32.mp4,4.1795
UGC0314_1280x720_30_crf_37.mp4,3.1538
UGC0314_1280x720_30_crf_42.mp4,1.8462
UGC0314_1280x720_30_crf_47.mp4,1.1026
UGC0315_1280x720_30_crf_00.mp4,4.3548
UGC0315_1280x720_30_crf_17.mp4,4.3226
UGC0315_1280x720_30_crf_22.mp4,4.2903
UGC0315_1280x720_30_crf_27.mp4,4.3548
UGC0315_1280x720_30_crf_32.mp4,3.9032
UGC0315_1280x720_30_crf_37.mp4,3.0968
UGC0315_1280x720_30_crf_42.mp4,1.7742
UGC0315_1280x720_30_crf_47.mp4,1.1613
UGC0319_720x1280_30_crf_00.mp4,4.4194
UGC0319_720x1280_30_crf_17.mp4,4.4194
UGC0319_720x1280_30_crf_22.mp4,4.5484
UGC0319_720x1280_30_crf_27.mp4,4.4194
UGC0319_720x1280_30_crf_32.mp4,4.0645
UGC0319_720x1280_30_crf_37.mp4,3.3548
UGC0319_720x1280_30_crf_42.mp4,2.2258
UGC0319_720x1280_30_crf_47.mp4,1.7419
UGC0322_1280x720_30_crf_00.mp4,4.6
UGC0322_1280x720_30_crf_17.mp4,4.5429
UGC0322_1280x720_30_crf_22.mp4,4.5143
UGC0322_1280x720_30_crf_27.mp4,4.4286
UGC0322_1280x720_30_crf_32.mp4,4.1143
UGC0322_1280x720_30_crf_37.mp4,3.1714
UGC0322_1280x720_30_crf_42.mp4,2.0857
UGC0322_1280x720_30_crf_47.mp4,1.3143
UGC0323_720x1280_30_crf_00.mp4,4.6857
UGC0323_720x1280_30_crf_17.mp4,4.5714
UGC0323_720x1280_30_crf_22.mp4,4.6857
UGC0323_720x1280_30_crf_27.mp4,4.4857
UGC0323_720x1280_30_crf_32.mp4,3.8857
UGC0323_720x1280_30_crf_37.mp4,2.8571
UGC0323_720x1280_30_crf_42.mp4,1.9714
UGC0323_720x1280_30_crf_47.mp4,1.1143
UGC0324_720x1280_30_crf_00.mp4,4.2941
UGC0324_720x1280_30_crf_17.mp4,4.2059
UGC0324_720x1280_30_crf_22.mp4,4.2353
UGC0324_720x1280_30_crf_27.mp4,3.8235
UGC0324_720x1280_30_crf_32.mp4,3.4118
UGC0324_720x1280_30_crf_37.mp4,2.4118
UGC0324_720x1280_30_crf_42.mp4,1.3824
UGC0324_720x1280_30_crf_47.mp4,1.0588
UGC0325_720x1280_30_crf_00.mp4,4.6286
UGC0325_720x1280_30_crf_17.mp4,4.5714
UGC0325_720x1280_30_crf_22.mp4,4.4286
UGC0325_720x1280_30_crf_27.mp4,4.2
UGC0325_720x1280_30_crf_32.mp4,3.3429
UGC0325_720x1280_30_crf_37.mp4,2.3714
UGC0325_720x1280_30_crf_42.mp4,1.5143
UGC0325_720x1280_30_crf_47.mp4,1.1143
UGC0326_720x1280_30_crf_00.mp4,4.641
UGC0326_720x1280_30_crf_17.mp4,4.6667
UGC0326_720x1280_30_crf_22.mp4,4.5897
UGC0326_720x1280_30_crf_27.mp4,4.5897
UGC0326_720x1280_30_crf_32.mp4,4.1026
UGC0326_720x1280_30_crf_37.mp4,3.0256
UGC0326_720x1280_30_crf_42.mp4,1.8462
UGC0326_720x1280_30_crf_47.mp4,1.3077
UGC0327_1280x720_30_crf_00.mp4,4.4286
UGC0327_1280x720_30_crf_17.mp4,4.3143
UGC0327_1280x720_30_crf_22.mp4,4.4
UGC0327_1280x720_30_crf_27.mp4,4.5143
UGC0327_1280x720_30_crf_32.mp4,4.0286
UGC0327_1280x720_30_crf_37.mp4,2.9714
UGC0327_1280x720_30_crf_42.mp4,2.0857
UGC0327_1280x720_30_crf_47.mp4,1.1143
UGC0328_1280x720_30_crf_00.mp4,4.5862
UGC0328_1280x720_30_crf_17.mp4,4.3793
UGC0328_1280x720_30_crf_22.mp4,4.3448
UGC0328_1280x720_30_crf_27.mp4,4.2069
UGC0328_1280x720_30_crf_32.mp4,4.0
UGC0328_1280x720_30_crf_37.mp4,3.2069
UGC0328_1280x720_30_crf_42.mp4,1.931
UGC0328_1280x720_30_crf_47.mp4,1.0
UGC0329_1280x720_30_crf_00.mp4,4.3846
UGC0329_1280x720_30_crf_17.mp4,4.2821
UGC0329_1280x720_30_crf_22.mp4,4.2308
UGC0329_1280x720_30_crf_27.mp4,4.0769
UGC0329_1280x720_30_crf_32.mp4,3.9744
UGC0329_1280x720_30_crf_37.mp4,2.9744
UGC0329_1280x720_30_crf_42.mp4,1.7436
UGC0329_1280x720_30_crf_47.mp4,1.1282
UGC0330_1280x720_30_crf_00.mp4,4.2812
UGC0330_1280x720_30_crf_17.mp4,4.5
UGC0330_1280x720_30_crf_22.mp4,4.375
UGC0330_1280x720_30_crf_27.mp4,4.1875
UGC0330_1280x720_30_crf_32.mp4,3.875
UGC0330_1280x720_30_crf_37.mp4,3.375
UGC0330_1280x720_30_crf_42.mp4,2.1562
UGC0330_1280x720_30_crf_47.mp4,1.0312
UGC0331_1280x720_30_crf_00.mp4,4.3684
UGC0331_1280x720_30_crf_17.mp4,4.3158
UGC0331_1280x720_30_crf_22.mp4,4.4474
UGC0331_1280x720_30_crf_27.mp4,4.2895
UGC0331_1280x720_30_crf_32.mp4,3.6842
UGC0331_1280x720_30_crf_37.mp4,3.1579
UGC0331_1280x720_30_crf_42.mp4,1.9211
UGC0331_1280x720_30_crf_47.mp4,1.0526
UGC0333_720x1280_30_crf_00.mp4,4.5806
